,x,y,t,xE,yE
0,1694.1510934393639,1214.3180914512923,0.0,6.8816344310462565,6.288160696571854
1,1959.1437908496732,1849.0936819172114,1.0,6.00227077652905,6.098496489154939
2,1517.1645569620252,834.5284810126582,2.0,4.880030036603027,5.182353111148141
3,1966.2573099415204,2385.1617933723196,3.0,5.884865958072628,7.082027213614831
4,1502.1630434782608,1666.0978260869565,4.0,2.679540737388971,2.730901199431902
5,1999.0159574468084,1393.6117021276596,5.0,6.8080126424701355,6.5908762918333395
6,1901.9630872483222,1081.6510067114093,6.0,6.502088967300928,4.310010471182167
7,2038.6446540880504,1759.8050314465409,7.0,5.122660813597024,5.007513835261155
8,1642.8637602179836,1131.942779291553,8.0,6.898088036427804,4.752684130517806
9,2218.6837606837607,2532.940170940171,9.0,4.351342405402328,17.94783066589957
10,1496.996129032258,761.9961290322581,10.0,7.976982078463312,7.812891611829092
11,1644.123263888889,1202.28125,11.0,7.54273107864831,6.333393297413498
12,1757.9625,1323.1875,12.0,2.803764210842274,2.2698774746668597
13,1554.1616161616162,825.8956228956229,13.0,10.143124327612048,8.613231601363976
14,2091.091603053435,1745.6946564885495,14.0,2.5366034321912476,4.222609319147647
15,1701.3621103117507,1245.6258992805756,15.0,6.440713081253159,5.227129077030442
16,1626.92600896861,1114.652466367713,16.0,6.09391343330827,5.846529821816446
17,1659.5700934579438,1170.8130841121495,17.0,3.4237001067809887,2.5435674451575556
18,1706.1714285714286,1185.267857142857,18.0,5.070845036850871,4.557925089604806
19,1488.848275862069,810.744827586207,19.0,3.6621663731444225,3.2351076523042663
20,2054.8333333333335,1751.4322033898304,20.0,5.31631288339951,5.378570389876716
21,1896.6021126760563,1091.6021126760563,21.0,6.5159713673821145,4.307722647738515
22,1635.9321533923303,1145.4188790560472,22.0,6.177186958942826,4.5345345365592555
