time,radius,xPos,yPos
2025-08-09T19:22:11,969.2645120107532,2884.6527526663535,2897.7894769882496
2025-08-09T19:22:31,1038.5780025781337,2725.810074467672,2687.8657106976675
2025-08-09T19:22:51,1062.923603187388,2543.758921543155,2461.498325691924
2025-08-09T19:23:11,1078.9334477075292,2366.609035702268,2230.262656863506
2025-08-09T19:23:31,1093.458635198419,2189.2537935201617,1995.6693626719389
2025-08-09T19:23:52,1086.4493167695973,1991.8721591139852,1738.291520093907
2025-08-09T19:24:12,1069.4107013729883,1759.2036846986878,1446.4708256220222
2025-08-09T19:24:32,1087.2298878766744,1512.7130884872754,1157.1193293426884
2025-08-09T19:24:52,1080.902230419239,1307.879782319683,910.6373439031184
2025-08-09T19:25:12,1061.6242477939668,1110.6338741403595,691.272259505522
