,x,y,t,xE,yE
0,1487.5097457473062,1052.4015830877581,0.0,0.0015490259946940959,0.024646420438594746
1,1628.5048421519498,461.9984244979338,1.0,0.004842151949787877,0.0015755020662027166
2,1997.6260555048839,1342.3411293147979,2.0,0.09912342057474613,0.22327349550659564
3,1676.150684272736,467.8463582069589,3.0,0.0025361245878954193,0.005493644892969432
4,1422.459998449856,1131.1181874706883,4.0,0.026843655407255456,0.026549371416936796
5,2033.5243138693738,1338.7912279843042,5.0,0.0243138693738274,0.005513698589928546
6,2835.7472682755065,1901.320051351025,6.0,0.01303404127225099,0.0027714717977370723
7,2154.786187896819,1253.322699434387,7.0,0.027971934377459325,0.012981316786704262
8,1415.6889131188013,1082.1562563304267,8.0,0.002331120829998419,0.1317621027530375
9,2051.8584864783666,1373.2679281162805,9.0,0.10048926000772629,0.16461708538851194
10,1986.76028589886,1280.5713191008972,10.0,0.2134941448398796,0.6428105422200618
11,2113.206276531728,1263.3180486263811,11.0,0.0016333674973422997,0.08263924980114525
12,1441.1378567370277,1016.242128632083,12.0,0.10666765320706961,1.3758050911138862
