,x,y,t,xE,yE
0,793.0424242424242,542.7272727272727,0.0,3.7129609439817055,3.559645260438923
1,529.7093596059113,534.4334975369458,1.0,8.215644159133312,3.42394654378876
2,451.6024844720497,615.2981366459627,2.0,3.56532559837523,3.5923395385472494
3,278.59541984732823,503.89312977099235,3.0,3.1106284825662884,3.3458460252051148
4,115.3913043478261,398.60869565217394,4.0,3.023662196953463,3.023662196953463
5,599.9282051282051,640.8307692307692,5.0,3.70792282150399,4.2009860775380625
6,930.2765957446809,435.3191489361702,6.0,2.4728494001306616,3.0219507788402034
7,623.2083333333334,524.8392857142857,7.0,3.300169848923845,4.093156828552902
8,291.6046511627907,559.2790697674419,8.0,3.2143539615201853,4.275813978785679
9,825.768558951965,551.764192139738,9.0,4.09533424181733,4.64798701583028
10,575.2710280373832,532.5981308411215,10.0,5.627984306512777,3.290768205867706
11,433.07936507936506,665.984126984127,11.0,2.297697863055902,2.2217686611965317
12,595.3355263157895,515.6907894736842,12.0,2.8166424556538394,4.761735575661544
13,639.367088607595,528.2215189873418,13.0,3.276990032894973,3.8428355461103987
14,783.3623188405797,560.8768115942029,14.0,3.4155272663289247,3.2155710348933804
15,791.3333333333334,437.6666666666667,15.0,0.4714045207910317,0.4714045207910317
16,945.1111111111111,433.3,16.0,2.3402015318934697,3.0711923128033223
17,441.11764705882354,638.4117647058823,17.0,1.2779741754353195,1.0323487514578966
