,x,y,t,xE,yE
0,864.3636363636364,564.530303030303,0.0,4.518099505377882,3.1776668445322116
1,362.2857142857143,518.1428571428571,1.0,3.517406553064888,2.9083643914360784
2,676.6220930232558,360.74418604651163,2.0,3.701379414859009,3.707898691924139
3,388.89253731343285,565.7940298507463,3.0,5.745895704121121,4.691302864479452
4,903.7798742138365,578.6666666666666,4.0,3.5300111332019966,3.776235966048576
5,719.6666666666666,546.8888888888889,5.0,0.9428090415820634,0.7370277311900889
6,389.2067510548523,502.7848101265823,6.0,7.151426991150527,3.585028241952028
7,858.0679012345679,577.1604938271605,7.0,4.824227109094465,3.3034093504108224
8,414.23376623376623,507.7857142857143,8.0,4.644214677566851,3.2413006162034885
9,904.2830188679245,566.3899371069182,9.0,3.520170227930216,3.7882837415822332
