time,radius,xPos,yPos
2025-08-09T14:05:30,1077.8271360694703,3198.9019599913413,2549.73210471082
2025-08-09T14:05:58,1065.1111332282478,2896.3943142987946,2220.35493873729
2025-08-09T14:06:19,1110.8315878889828,2713.403247702942,2013.2896779493526
2025-08-09T14:06:34,1148.134317795887,2564.578955856979,1879.2458777869206
2025-08-09T14:07:02,1087.2463149023163,2228.6303792628546,1457.1002564311275
2025-08-09T14:07:21,1104.9550265321254,1942.2935119234921,1181.7997650899304
2025-08-09T14:07:29,1100.1903757625248,1864.0292696390347,1096.2096825058088
2025-08-09T14:07:40,1100.921559585354,1726.547630802727,971.0433080187164
2025-08-09T14:08:01,1100.6248364229823,1530.05240975152,745.2181057225195
2025-08-09T14:08:09,1046.4402340155086,1445.796003757068,700.7244889528008
2025-08-09T14:08:25,1045.450898883596,1275.6512131975278,532.6622268713498
2025-08-09T14:08:40,1050.823217426649,1092.9648588162465,355.7042726695498
