,x,y,t,xE,yE
0,592.9900497512438,509.547263681592,0.0,4.139351320045043,4.115134664695856
1,138.80864197530863,663.4197530864197,1.0,2.921892568261245,4.650406055630364
2,825.9765625,369.921875,2.0,5.828894679404814,3.3740956543013123
3,945.918918918919,594.1891891891892,3.0,1.2814345503923998,2.2760544077218703
4,564.5068493150685,578.1643835616438,4.0,1.9523311508295744,3.392230036422022
5,545.2083333333334,508.35833333333335,5.0,4.467280741370775,4.391840603766135
6,813.1916666666667,344.2916666666667,6.0,3.2488352613753064,3.0724469980059146
7,571.9274611398964,560.7435233160621,7.0,7.0136744510623465,4.707949623645392
8,571.2048192771084,492.9879518072289,8.0,2.264226967978246,2.951389200790863
9,790.6692307692308,333.73846153846154,9.0,3.1412600645122346,3.3410128500060168
10,605.0195121951219,506.0,10.0,4.312162012895739,4.323503547683206
