time,radius,xPos,yPos
2025-08-05T17:32:33,986.590345993351,3328.8556055845324,2581.7258107348994
2025-08-05T17:32:49,1064.05839683871,3212.8172674405323,2448.1245708183683
2025-08-05T17:33:10,1073.4011978782348,2979.3700440946573,2227.8014272256596
2025-08-05T17:33:30,1102.5475463266916,2789.221221241146,2040.9767393853406
2025-08-05T17:33:53,1096.0738241330027,2523.152958156608,1778.2174156272358
2025-08-05T17:34:12,1080.0788113866483,2270.0864485780626,1537.2062053578934
2025-08-05T17:34:27,1076.4218162563157,2081.4512421080444,1354.239609664979
2025-08-05T17:34:40,1089.355391063147,1885.197245816974,1172.7430592898468
2025-08-05T17:34:54,1104.3910761924428,1708.6696887775051,1010.0212918230292
2025-08-05T17:35:15,1083.8247536037406,1481.4578816313615,819.9626594635912
2025-08-05T17:35:29,1082.0308073625827,1311.1875553172567,673.0549193245374
2025-08-05T17:35:47,1054.5894725151734,1122.6941928387253,503.558464228252
2025-08-05T17:35:58,1042.5317252638247,1016.7532677237126,404.36413297907643
