,x,y,t,xE,yE
0,1665.0511012326322,1178.345136573013,0.0,0.09406005769041728,0.041960201180597415
1,1024.2806497802817,798.279757628868,1.0,0.04077879114687935,0.06845665684631642
2,1691.0393443894916,1242.0617178426974,2.0,0.018511056158255695,0.0007821573026376428
3,1834.241387367274,1632.539898058967,3.0,0.09194596605933232,0.07121305214402834
4,1646.9353944358663,1159.0161027814117,4.0,0.09610872158061412,0.05532579001682539
5,1805.059654208295,1577.5248668705838,5.0,0.007356100983463303,0.11602660020661354
6,1408.7634846163135,655.9506744788767,6.0,0.0014449562568053147,0.006832603276225342
7,2088.8892943647174,2204.0983010862537,7.0,0.05736159160819968,0.0702898817719485
8,1932.9319038293884,1756.671436563558,8.0,0.22373262316269407,0.17921866472533313
9,2051.0579412475527,1494.3347471223371,9.0,0.09098722456415664,0.1307701190421618
10,2144.804722250149,1796.6515857066283,10.0,0.18765875808560575,0.016665071707703892
11,1502.561697775706,588.8616194829376,11.0,0.001697775706079483,0.013580517062387299
12,2190.2078839487544,2130.795866040918,12.0,0.1007410916115857,0.032705387653329254
13,1373.0913996660395,579.3493792107174,13.0,0.004979912953058936,0.006176344838139711
