time,radius,xPos,yPos
2025-08-12T14:32:01,1047.2544197939164,3255.400921156045,2975.4322092355906
2025-08-12T14:32:21,1086.0244263281224,3038.7467462304276,2761.9227949822916
2025-08-12T14:32:41,1130.447486971879,2841.9096949457326,2563.465221497851
2025-08-12T14:33:02,1140.6022419273775,2610.031221218581,2351.4426389197934
2025-08-12T14:33:22,1133.915958300735,2358.4745049042367,2129.5320284154486
2025-08-12T14:33:42,1125.9535550166672,2088.9183765974794,1895.0738828371086
2025-08-12T14:34:02,1117.29545198295,1807.8902222343008,1620.0730641507687
2025-08-12T14:34:22,1122.550932804118,1553.2185898537105,1356.7288877783753
2025-08-12T14:34:42,1085.3201057916567,1375.480776656945,1128.2860210322242
2025-08-12T14:35:02,1080.449516145213,1157.3478461244954,902.0035650092366
2025-08-12T14:35:22,1075.7112262065493,929.7593942955502,681.7377506633469
2025-08-12T14:35:42,1047.988832329417,709.8211582535066,473.8337597726139
