,x,y,t,xE,yE
0,431.0519412381952,725.0785239594263,0.0,0.006486692740638359,0.010342141244502109
1,694.5052192066806,730.1956158663883,1.0,0.00521920668063558,0.004384133611733887
2,674.1582454192115,594.9603923746067,2.0,0.01675458078846077,0.010392374606726661
3,518.4346262522477,688.2638068327768,3.0,0.02083314879937775,0.012055236188694867
4,346.6780030068951,507.7595520763129,4.0,0.0019466688669273911,0.013073203073463609
5,185.481294757949,680.0498997421943,5.0,0.033620339344350283,0.008239792689450529
6,382.55725068251166,533.9855468122691,6.0,0.020527095266113012,0.03667540995307313
7,259.6610015643408,406.8320747793507,7.0,0.0614811806477336,0.01672705752816332
8,787.2984169010977,269.6968393182194,8.0,0.0386617505877403,0.005407872791818263
9,755.4101186300147,251.19712673002104,9.0,0.10741058534420964,0.10029868327646582
