,x,y,t,xE,yE
0,1788.8030895871727,953.5160931049985,0.0,0.00643422235107426,0.007716418811020004
1,1806.997305196532,1551.2893146852261,1.0,0.002694803468102691,0.0036003995118595146
2,1787.9953144393703,1619.3743051758336,2.0,0.023824316610557072,0.05153214474059308
3,2058.518475074309,1814.5560928321324,3.0,0.011228697497613935,0.009124559171912395
4,2435.701346905059,2043.4771289522876,4.0,0.04225599596801741,0.005194280035674628
5,2050.802237322475,1834.024340738935,5.0,0.002237322474866232,0.017325927731614378
6,2025.664741643565,1681.6411440108664,6.0,0.0014419802654306096,0.028889659167314504
7,1747.550367497508,702.833758533732,7.0,0.0013984253430290787,0.003861626515457566
8,1755.7294048810975,771.6409087625851,8.0,0.001272493390624237,0.013937573112272447
9,1962.8568874190028,631.0719967528435,9.0,0.005005164117444606,0.0055005891605964035
