,x,y,t,xE,yE
0,879.0019201228879,354.86559139784947,0.0,0.016205837173609842,0.008448540706613779
1,146.3742255266419,545.385377942999,1.0,0.010389857973476723,0.0007625583835726082
2,884.9486692015209,377.78034513015496,2.0,0.0763287759890279,0.003749385474104704
3,114.23105322531022,561.7428981642908,3.0,0.08237961051067598,0.003370492425667737
4,850.8993530423388,341.0637130456145,4.0,0.06956580829626333,0.010755039491862909
5,661.3125975840248,561.0602350234201,5.0,0.1211477698984489,0.002962002602213595
6,187.92285069420697,656.7586348402982,6.0,0.06603819468191748,0.014190395853769487
7,664.9844992050877,494.4880763116059,7.0,0.17715975554638821,0.001837779495788421
8,638.2253213016133,512.9528301886793,8.0,0.09537779878848987,0.013271506235968199
9,692.0540215398718,509.78958524289646,9.0,0.25112298914713144,0.02726640231675433
