,x,y,t,xE,yE
0,746.3318777292576,537.5327510917031,0.0,5.998099150344571,3.6644190081515386
1,107.34693877551021,450.3469387755102,1.0,1.9748523107596645,1.9748523107596645
2,469.0281690140845,547.0140845070423,2.0,2.8133075666183376,2.126247489645727
3,934.3446327683616,568.1977401129943,3.0,2.9458171064176675,4.803529244003357
4,624.3306451612904,364.85483870967744,4.0,8.810479257398956,2.5893502372998496
5,617.0121951219512,616.6219512195122,5.0,3.664243516374598,3.5600775680177796
6,232.7741935483871,385.96774193548384,6.0,3.2598206701057495,3.061033674955106
7,751.0848484848485,647.030303030303,7.0,3.578396560855173,3.726114626685945
8,787.6111111111111,532.5555555555555,8.0,4.349329450233295,3.2126293988446584
9,451.4695652173913,495.9826086956522,9.0,3.0023809077650205,3.061635279717579
10,909.4318181818181,562.2159090909091,10.0,3.1471323691195976,4.895380158968908
11,797.1243523316062,538.3782383419689,11.0,4.837791398644126,3.898577262102383
12,768.8549618320611,522.9694656488549,12.0,2.70741739818759,3.8954640509808485
13,759.6101694915254,552.6271186440678,13.0,2.774074584754544,1.764992006365398
14,469.1565217391304,555.9739130434782,14.0,3.0089469611052966,4.011853891234384
