,x,y,t,xE,yE
0,1416.7226463104325,916.9465648854962,0.0,5.1002091579715,6.135840951298534
1,1816.4432432432432,1872.1324324324323,1.0,13.603587375445244,12.06026654839799
2,1283.7450980392157,572.4649859943978,2.0,4.7620711785058205,6.949359103297408
3,1589.2802893309222,745.0976491862568,3.0,6.3859524791825715,6.894021697154404
4,2219.648,2128.376,4.0,3.1273145028922165,3.1816071410530875
5,1547.0714285714287,1728.955357142857,5.0,4.742878657438293,3.876182752346932
6,1555.8130081300812,523.7750677506775,6.0,4.934832106153467,5.963831961254149
7,1488.6176470588234,1130.3949579831933,7.0,4.19493786692548,4.5229916614629255
8,1847.4664179104477,1991.1716417910447,8.0,2.9954553644272903,7.394053802406389
9,1589.787234042553,1034.5744680851064,9.0,2.8875091983846564,2.5990561367875316
10,1398.4946808510638,859.4255319148937,10.0,5.422075974833565,5.6039297793946075
11,2052.92,2064.56,11.0,1.26237870704476,1.5512575543732252
12,1318.7073170731708,624.3333333333334,12.0,2.6617791816113763,3.6994103390092543
13,1575.0,1828.5,13.0,1.224744871391589,1.0
14,1272.1473087818697,566.9348441926346,14.0,4.147540977106604,7.63833729597693
