,x,y,t,xE,yE
0,1850.5046728971963,1560.8878504672898,0.0,2.7594318519108616,7.9346950224400725
1,2653.909090909091,898.3636363636364,1.0,3.860158862829481,4.083607400708609
2,1453.592213114754,2071.0778688524592,2.0,6.243332576397012,6.228412058437172
3,2240.028,1256.772,3.0,4.124465541133784,5.0675453624018
4,1792.361111111111,1917.8833333333334,4.0,6.610959382012363,6.5057880212759605
5,2068.927097661623,1734.2751031636865,5.0,7.343519930793136,8.00764587923217
6,1778.3087649402391,1692.2509960159362,6.0,6.382736526464245,6.299366707876503
7,1348.2805194805194,1998.0831168831169,7.0,5.470037369255267,5.6041126502532
8,2738.3813387423934,983.5091277890466,8.0,6.446268527124288,6.175461636167406
9,1937.902397260274,1509.0736301369864,9.0,6.478287847203563,7.309900621491243
10,2702.4407216494847,859.680412371134,10.0,5.121623000537466,6.524413141444931
11,2292.7604166666665,1238.016369047619,11.0,8.080365227348407,6.717826757218017
12,2248.5154929577466,1305.343661971831,12.0,15.704010861921834,4.2186952256430805
13,1901.5160493827161,1528.479012345679,13.0,6.309535342992772,5.1752191114675945
14,1863.927392739274,1596.7953795379537,14.0,5.148104409466883,8.414844954901241
15,2690.918644067797,846.2915254237288,15.0,5.870364368798994,4.151752259663962
