time,radius,xPos,yPos
2025-08-10T18:34:11,981.4068689331297,2979.17947824945,3243.7492822007243
2025-08-10T18:34:32,1058.832557008898,2838.3881640509217,3019.1838933710255
2025-08-10T18:34:48,1102.531935981644,2726.581947332942,2833.9276894778523
2025-08-10T18:35:05,1112.6408752173318,2590.5919521073893,2624.0936074816286
2025-08-10T18:35:22,1121.8330641646985,2448.1745167951035,2383.373438567963
2025-08-10T18:35:41,1119.4182100429975,2289.5465014697356,2128.387529436918
2025-08-10T18:35:58,1114.644494489211,2130.1714409862,1878.303881136698
2025-08-10T18:36:16,1103.7057026067907,1955.904447070829,1577.4334320030716
2025-08-10T18:36:34,1114.6284704765048,1783.214968231081,1286.6557045880636
2025-08-10T18:36:53,1108.1783324852793,1637.711172529494,1026.8718843385975
2025-08-10T18:37:11,1101.7163530831372,1487.6347680613708,772.2307989074021
2025-08-10T18:37:29,1087.8382630201113,1362.7430610286838,544.8522769980522
2025-08-10T18:37:47,1088.8764844634484,1198.342686968905,288.27173724665965
