,x,y,t,xE,yE
0,195.49,531.7,0.0,2.368522746354782,3.6837480912787726
1,845.1904761904761,527.2244897959183,1.0,3.0735503929723667,3.8186722028413254
2,407.8782608695652,442.2260869565217,2.0,3.5707698015169407,2.6278140016411307
3,859.9918699186992,633.1626016260162,3.0,2.9563104201270924,3.3261075757596616
4,485.1803278688525,361.8196721311475,4.0,3.211190457571319,1.6447452014667554
5,769.6428571428571,563.7857142857143,5.0,0.9715336077668173,1.1450871101343854
6,348.6016260162602,426.4227642276423,6.0,3.1254003643328545,3.5176861622778848
7,376.61538461538464,558.5384615384615,7.0,1.002954216185023,1.0824036368823298
8,760.8863636363636,501.79545454545456,8.0,1.824279547593678,1.9138199005053345
9,524.5,375.5,9.0,1.5811388300841898,1.5811388300841898
10,923.6111111111111,673.7222222222222,10.0,1.0076865081787252,1.4065543223524624
11,871.8392857142857,537.375,11.0,2.8956666251627845,3.07677068647354
12,183.91071428571428,544.1785714285714,12.0,2.2778183932554987,1.9649349576398456
13,393.6,446.175,13.0,5.146843692983108,2.290060042880972
14,512.9142857142857,386.54285714285714,14.0,1.8106262306005554,1.5370260178643163
