,x,y,t,xE,yE
0,836.5412844036697,533.0366972477065,0.0,3.057648284091271,2.8281890516743697
1,363.020202020202,443.4646464646465,1.0,2.7004668432160113,2.9689066494577716
2,163.79365079365078,537.1587301587301,2.0,2.1687442797782306,2.3108189244916755
3,927.05,560.75,3.0,1.2835497652993437,1.2599603168354152
4,437.0,363.60655737704917,4.0,2.38162363683706,2.0428097696321594
5,832.3021582733813,629.726618705036,5.0,3.1999430666225606,3.4905952892478362
6,720.6111111111111,499.3888888888889,6.0,2.0675326739920434,2.0675326739920434
7,908.7777777777778,668.5079365079365,7.0,1.914393637222066,2.6178448416620066
8,305.5348837209302,428.5503875968992,8.0,3.3689105538456365,3.488544354058546
9,731.6829268292682,561.1219512195122,9.0,1.827153248812492,1.837218496123559
10,950.581560283688,559.1205673758865,10.0,2.692664130318949,4.263443780510535
11,479.875,376.734375,11.0,2.3082731640774234,2.2025708522939733
12,811.6695652173913,524.5391304347826,12.0,3.0665707773836255,3.0196082571196263
13,345.875,388.125,13.0,0.7806247497997998,0.7806247497997998
14,465.1875,387.375,14.0,1.2854352375751958,1.0532687216470449
15,346.76666666666665,448.35,15.0,3.5700918133229513,1.447123583757333
