,x,y,t,xE,yE
0,2763.200114367689,1855.5612607156231,0.0,0.00011436768891144311,0.0012607156231206318
1,1458.3107896735746,543.1169020330215,1.0,0.0012658640508085401,0.002145586026158309
2,1978.1321981840138,1434.1627633479707,2.0,0.08142555708219228,0.05798720390571231
3,2066.4728064581705,1521.9994748152742,3.0,0.08241606778006258,0.06659125079186838
4,1381.3182953956493,1181.116072918689,4.0,0.05528951001104807,0.09524783602793901
5,2002.5853309087854,1483.012781642715,5.0,0.07897647240771599,0.4523346363547412
6,2113.261691802639,1411.1894004406815,6.0,0.07454624498282471,0.1678774421161936
7,1498.0415689072531,533.6006858488134,7.0,0.0034736691578841385,0.0006858488134412255
8,1516.0786222595757,560.3320529197813,8.0,0.0013777404243046475,0.002232794504424029
9,1437.166495375627,471.0426702751998,9.0,0.01602808590731078,0.02461944442638669
